product_name,price,description,image_url,lost_description,image_path,category,searchable_text
Dell XPS 13,$1281.99,"13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my dell xps 13 near the bus stop yesterday evening.,images/product_9_0.jpg,electronics,"Dell XPS 13 13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1 I lost my dell xps 13 near the bus stop yesterday evening. electronics"
Galaxy Note 10...,$587.99,"10.1"", 32GB, Black",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my galaxy note 10... near the parking area.,images/product_131_0.jpg,electronics,"Galaxy Note 10... 10.1"", 32GB, Black I dropped my galaxy note 10... near the parking area. electronics"
Lenovo ThinkPa...,$1096.02,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo thinkpa... while commuting this morning.,images/product_63_0.jpg,electronics,"Lenovo ThinkPa... Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro I lost my lenovo thinkpa... while commuting this morning. electronics"
Asus AsusPro A...,$1139.54,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A asus asuspro a... was reported missing near the main gate.,images/product_77_0.jpg,electronics,"Asus AsusPro A... Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG A asus asuspro a... was reported missing near the main gate. electronics"
Acer Aspire 3...,$408.98,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my acer aspire 3... near the bus stop yesterday evening.,images/product_42_0.jpg,electronics,"Acer Aspire 3... Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home I lost my acer aspire 3... near the bus stop yesterday evening. electronics"
Hewlett Packar...,$1326.83,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my hewlett packar... near the parking area.,images/product_106_0.jpg,electronics,"Hewlett Packar... Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro I dropped my hewlett packar... near the parking area. electronics"
Asus ROG Strix...,$1399,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My asus rog strix... went missing near the campus cafeteria.,images/product_116_0.jpg,electronics,"Asus ROG Strix... Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd My asus rog strix... went missing near the campus cafeteria. electronics"
Inspiron 15,$745.99,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my inspiron 15 while commuting this morning.,images/product_8_0.jpg,electronics,"Inspiron 15 Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB, I lost my inspiron 15 while commuting this morning. electronics"
Lenovo ThinkPa...,$1362.24,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a lenovo thinkpa... near the hostel area.,images/product_113_0.jpg,electronics,"Lenovo ThinkPa... Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro Someone might have seen a lenovo thinkpa... near the hostel area. electronics"
Prestigio Smar...,$299,"Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My prestigio smar... went missing near the campus cafeteria.,images/product_30_0.jpg,electronics,"Prestigio Smar... Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam My prestigio smar... went missing near the campus cafeteria. electronics"
Lenovo ThinkPa...,$404.23,"Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my lenovo thinkpa... near the parking area.,images/product_41_0.jpg,electronics,"Lenovo ThinkPa... Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home I dropped my lenovo thinkpa... near the parking area. electronics"
Lenovo V510 Bl...,$487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A lenovo v510 bl... was reported missing near the main gate.,images/product_58_0.jpg,electronics,"Lenovo V510 Bl... Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home A lenovo v510 bl... was reported missing near the main gate. electronics"
Lenovo Yoga 91...,$1199.73,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my lenovo yoga 91... somewhere in the library.,images/product_92_0.jpg,electronics,"Lenovo Yoga 91... Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home I misplaced my lenovo yoga 91... somewhere in the library. electronics"
Acer Predator...,$1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My acer predator... went missing near the campus cafeteria.,images/product_72_0.jpg,electronics,"Acer Predator... Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home My acer predator... went missing near the campus cafeteria. electronics"
Galaxy Note,$399.99,"10.1"", 3G, Android 4.0, Garnet Red",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a galaxy note near the hostel area.,images/product_136_0.jpg,electronics,"Galaxy Note 10.1"", 3G, Android 4.0, Garnet Red Someone might have seen a galaxy note near the hostel area. electronics"
Acer Predator...,$1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A acer predator... was reported missing near the main gate.,images/product_95_0.jpg,electronics,"Acer Predator... Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home A acer predator... was reported missing near the main gate. electronics"
Toshiba Porteg...,$1366.32,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My toshiba porteg... went missing near the campus cafeteria.,images/product_114_0.jpg,electronics,"Toshiba Porteg... Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro My toshiba porteg... went missing near the campus cafeteria. electronics"
Dell Latitude...,$1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my dell latitude... in the lecture hall.,images/product_81_0.jpg,electronics,"Dell Latitude... Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro I think I left my dell latitude... in the lecture hall. electronics"
Iphone,$899.99,Black,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my iphone near the parking area.,images/product_146_0.jpg,phone,Iphone Black I dropped my iphone near the parking area. phone
Dell Latitude...,$1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My dell latitude... went missing near the campus cafeteria.,images/product_97_0.jpg,electronics,"Dell Latitude... Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux My dell latitude... went missing near the campus cafeteria. electronics"
Lenovo Legion...,$1399,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo legion... while commuting this morning.,images/product_25_0.jpg,electronics,"Lenovo Legion... Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard I lost my lenovo legion... while commuting this morning. electronics"
LG Optimus,$57.99,"3.2"" screen",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my lg optimus somewhere in the library.,images/product_139_0.jpg,electronics,"LG Optimus 3.2"" screen I misplaced my lg optimus somewhere in the library. electronics"
Lenovo V510 Bl...,$498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo v510 bl... while commuting this morning.,images/product_62_0.jpg,electronics,"Lenovo V510 Bl... Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro I lost my lenovo v510 bl... while commuting this morning. electronics"
Toshiba Porteg...,$1154.04,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my toshiba porteg... somewhere in the library.,images/product_84_0.jpg,electronics,"Toshiba Porteg... Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro I misplaced my toshiba porteg... somewhere in the library. electronics"
Lenovo V110-15...,$465.95,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a lenovo v110-15... near the hostel area.,images/product_53_0.jpg,electronics,"Lenovo V110-15... Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS Someone might have seen a lenovo v110-15... near the hostel area. electronics"
Lenovo ThinkPa...,$999,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my lenovo thinkpa... near the parking area.,images/product_23_0.jpg,electronics,"Lenovo ThinkPa... Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro I dropped my lenovo thinkpa... near the parking area. electronics"
HP 350 G1,$577.99,"15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my hp 350 g1 somewhere in the library.,images/product_13_0.jpg,electronics,"HP 350 G1 15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows I misplaced my hp 350 g1 somewhere in the library. electronics"
Samsung Galaxy,$93.99,5 mpx. Android 5.0,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my samsung galaxy near the parking area.,images/product_140_0.jpg,electronics,Samsung Galaxy 5 mpx. Android 5.0 I dropped my samsung galaxy near the parking area. electronics
Galaxy Note,$399.99,"10.1"", 3G, Android 4.0, Garnet Red",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a galaxy note near the hostel area.,images/product_136_0.jpg,electronics,"Galaxy Note 10.1"", 3G, Android 4.0, Garnet Red Someone might have seen a galaxy note near the hostel area. electronics"
Acer Iconia,$96.99,"7"" screen, Android, 16GB",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a acer iconia near the hostel area.,images/product_118_0.jpg,electronics,"Acer Iconia 7"" screen, Android, 16GB Someone might have seen a acer iconia near the hostel area. electronics"
Lenovo Legion...,$1399,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo legion... while commuting this morning.,images/product_25_0.jpg,electronics,"Lenovo Legion... Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard I lost my lenovo legion... while commuting this morning. electronics"
Inspiron 15,$745.99,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my inspiron 15 while commuting this morning.,images/product_8_0.jpg,electronics,"Inspiron 15 Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB, I lost my inspiron 15 while commuting this morning. electronics"
Dell Inspiron...,$1124.2,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a dell inspiron... near the hostel area.,images/product_74_0.jpg,electronics,"Dell Inspiron... Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home Someone might have seen a dell inspiron... near the hostel area. electronics"
Acer Nitro 5 A...,$809,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my acer nitro 5 a... in the lecture hall.,images/product_21_0.jpg,electronics,"Acer Nitro 5 A... Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home I think I left my acer nitro 5 a... in the lecture hall. electronics"
Apple MacBook...,$1347.78,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my apple macbook... while commuting this morning.,images/product_111_0.jpg,electronics,"Apple MacBook... Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS I lost my apple macbook... while commuting this morning. electronics"
Dell Inspiron...,$679,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my dell inspiron... near the parking area.,images/product_18_0.jpg,electronics,"Dell Inspiron... Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux I dropped my dell inspiron... near the parking area. electronics"
Iphone,$899.99,Black,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my iphone near the parking area.,images/product_146_0.jpg,phone,Iphone Black I dropped my iphone near the parking area. phone
Acer Aspire ES...,$379.95,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My acer aspire es... went missing near the campus cafeteria.,images/product_37_0.jpg,electronics,"Acer Aspire ES... Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux My acer aspire es... went missing near the campus cafeteria. electronics"
Dell Latitude...,$1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A dell latitude... was reported missing near the main gate.,images/product_88_0.jpg,electronics,"Dell Latitude... Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro A dell latitude... was reported missing near the main gate. electronics"
Acer Aspire 3...,$393.88,"Acer Aspire 3 A315-21, 15.6"", AMD A4-9120. 4GB. 128GB SSD, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my acer aspire 3... near the bus stop yesterday evening.,images/product_39_0.jpg,electronics,"Acer Aspire 3... Acer Aspire 3 A315-21, 15.6"", AMD A4-9120. 4GB. 128GB SSD, Linux I lost my acer aspire 3... near the bus stop yesterday evening. electronics"
Dell Latitude...,$1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,My dell latitude... went missing near the campus cafeteria.,images/product_97_0.jpg,electronics,"Dell Latitude... Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux My dell latitude... went missing near the campus cafeteria. electronics"
Lenovo ThinkPa...,$1362.24,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Someone might have seen a lenovo thinkpa... near the hostel area.,images/product_113_0.jpg,electronics,"Lenovo ThinkPa... Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro Someone might have seen a lenovo thinkpa... near the hostel area. electronics"
Dell Inspiron...,$679,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my dell inspiron... near the parking area.,images/product_18_0.jpg,electronics,"Dell Inspiron... Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux I dropped my dell inspiron... near the parking area. electronics"
Lenovo Legion...,$1133.91,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my lenovo legion... in the lecture hall.,images/product_76_0.jpg,electronics,"Lenovo Legion... Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home I think I left my lenovo legion... in the lecture hall. electronics"
ThinkPad Yoga,$1033.99,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my thinkpad yoga while commuting this morning.,images/product_6_0.jpg,electronics,"ThinkPad Yoga 12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache, I lost my thinkpad yoga while commuting this morning. electronics"
Samsung Galaxy,$93.99,5 mpx. Android 5.0,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my samsung galaxy near the parking area.,images/product_140_0.jpg,electronics,Samsung Galaxy 5 mpx. Android 5.0 I dropped my samsung galaxy near the parking area. electronics
Hewlett Packar...,$1273.11,"Hewlett Packard Spectre 13-v106na Dark Ash Silver, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my hewlett packar... near the bus stop yesterday evening.,images/product_102_0.jpg,electronics,"Hewlett Packar... Hewlett Packard Spectre 13-v106na Dark Ash Silver, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home I lost my hewlett packar... near the bus stop yesterday evening. electronics"
Lenovo ThinkPa...,$1096.02,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo thinkpa... while commuting this morning.,images/product_63_0.jpg,electronics,"Lenovo ThinkPa... Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro I lost my lenovo thinkpa... while commuting this morning. electronics"
Acer Swift 1 S...,$488.64,"Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my acer swift 1 s... near the parking area.,images/product_59_0.jpg,electronics,"Acer Swift 1 S... Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home I dropped my acer swift 1 s... near the parking area. electronics"
Dell Latitude...,$1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I think I left my dell latitude... in the lecture hall.,images/product_75_0.jpg,electronics,"Dell Latitude... Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro I think I left my dell latitude... in the lecture hall. electronics"
Lenovo Legion...,$1149,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my lenovo legion... near the bus stop yesterday evening.,images/product_24_0.jpg,electronics,"Lenovo Legion... Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS I lost my lenovo legion... near the bus stop yesterday evening. electronics"
Toshiba Porteg...,$1114.55,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my toshiba porteg... near the bus stop yesterday evening.,images/product_71_0.jpg,electronics,"Toshiba Porteg... Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro I lost my toshiba porteg... near the bus stop yesterday evening. electronics"
Acer Aspire ES...,$410.46,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my acer aspire es... near the parking area.,images/product_44_0.jpg,electronics,"Acer Aspire ES... Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home I dropped my acer aspire es... near the parking area. electronics"
Lenovo Legion...,$1112.91,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my lenovo legion... somewhere in the library.,images/product_70_0.jpg,electronics,"Lenovo Legion... Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home I misplaced my lenovo legion... somewhere in the library. electronics"
Dell Latitude...,$1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my dell latitude... while commuting this morning.,images/product_110_0.jpg,electronics,"Dell Latitude... Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux I lost my dell latitude... while commuting this morning. electronics"
Lenovo ThinkPa...,$999,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I dropped my lenovo thinkpa... near the parking area.,images/product_23_0.jpg,electronics,"Lenovo ThinkPa... Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro I dropped my lenovo thinkpa... near the parking area. electronics"
Dell Vostro 15,$488.78,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my dell vostro 15 somewhere in the library.,images/product_15_0.jpg,electronics,"Dell Vostro 15 Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux I misplaced my dell vostro 15 somewhere in the library. electronics"
ThinkPad T540p,$1178.99,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my thinkpad t540p while commuting this morning.,images/product_2_0.jpg,electronics,"ThinkPad T540p 15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit I lost my thinkpad t540p while commuting this morning. electronics"
Dell Vostro 15...,$497.17,"Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,A dell vostro 15... was reported missing near the main gate.,images/product_61_0.jpg,electronics,"Dell Vostro 15... Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux A dell vostro 15... was reported missing near the main gate. electronics"
Dell XPS 13,$1281.99,"13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I lost my dell xps 13 near the bus stop yesterday evening.,images/product_9_0.jpg,electronics,"Dell XPS 13 13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1 I lost my dell xps 13 near the bus stop yesterday evening. electronics"
Lenovo IdeaPad...,$1212.16,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,I misplaced my lenovo ideapad... somewhere in the library.,images/product_94_0.jpg,electronics,"Lenovo IdeaPad... Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro I misplaced my lenovo ideapad... somewhere in the library. electronics"
